,ID,niveau_scolaire,type_texte,session,redacteur,debut_burst,duree_burst,duree_pause,duree_cycle,pct_burst,pct_pause,longueur_burst,burst,startPos,endPos,docLength,categ,cluster
1,P01C6E2,C6,expositif,0.0,1.0,150.572,0.734,5.21,5.944,0.123485868,0.876514132,2.0,s ,13.0,14.0,14.0,RB,0
2,P01C6E2,C6,expositif,0.0,1.0,158.419,2.2,7.113,9.313,0.236228927,0.763771073,12.0,que la vipol,14.0,26.0,26.0,P,0
6,P01C6E2,C6,expositif,0.0,1.0,180.743,1.856,2.137,3.993,0.464813423,0.535186577,10.0,ça aakzkzk,61.0,71.0,71.0,P,0
10,P01C6E2,C6,expositif,0.0,1.0,203.644,0.686,7.816,8.502,0.080686897,0.919313103,3.0, ma,35.0,38.0,87.0,R,0
18,P01C6E2,C6,expositif,0.0,1.0,244.407,3.448,7.816,11.264,0.306107955,0.693892045,15.0,ne sert a rien ,94.0,109.0,109.0,P,0
19,P01C6E2,C6,expositif,0.0,1.0,249.867,3.713,2.012,5.725,0.648558952,0.351441048,16.0,et puis en plus ,109.0,125.0,125.0,P,0
20,P01C6E2,C6,expositif,0.0,1.0,255.764,0.281,2.184,2.465,0.113995943,0.886004057,2.0,çà,125.0,72.0,127.0,P,0
21,P01C6E2,C6,expositif,0.0,1.0,260.881,0.67,4.836,5.506,0.121685434,0.878314566,1.0,à,72.0,127.0,127.0,R,0
22,P01C6E2,C6,expositif,0.0,1.0,265.342,2.917,3.791,6.708,0.434853906,0.565146094,5.0, fait,127.0,132.0,132.0,P,0
23,P01C6E2,C6,expositif,0.0,1.0,272.471,0.047,4.212,4.259,0.011035454,0.988964546,1.0,:,132.0,133.0,133.0,P,0
24,P01C6E2,C6,expositif,0.0,1.0,276.044,3.619,3.526,7.145,0.506508048,0.493491952,8.0, des ble,133.0,141.0,141.0,P,0
31,P01C6E2,C6,expositif,0.0,1.0,313.469,9.391,14.134,23.525,0.399192349,0.600807651,35.0,peut être des ports si la bagarres ,146.0,181.0,181.0,P,4
37,P01C6E2,C6,expositif,0.0,1.0,360.144,4.93,7.66,12.59,0.39158062,0.60841938,14.0, ou des encore,240.0,254.0,254.0,P,0
39,P01C6E2,C6,expositif,0.0,1.0,371.22,1.03,3.635,4.665,0.22079314,0.77920686,6.0,enrage,260.0,266.0,266.0,P,0
41,P01C6E2,C6,expositif,0.0,1.0,377.913,0.062,4.197,4.259,0.014557408,0.985442592,1.0,é,265.0,266.0,266.0,P,0
42,P01C6E2,C6,expositif,0.0,1.0,380.081,0.062,2.106,2.168,0.028597786,0.971402214,1.0,s,266.0,267.0,267.0,P,0
43,P01C6E2,C6,expositif,0.0,1.0,383.061,5.085,2.918,8.003,0.63538673,0.36461327,16.0, de savoir fait ,267.0,283.0,283.0,P,0
44,P01C6E2,C6,expositif,0.0,1.0,391.313,2.995,3.167,6.162,0.486043492,0.513956508,13.0,taper dessus ,283.0,296.0,296.0,P,0
47,P01C6E2,C6,expositif,0.0,1.0,408.036,0.406,5.569,5.975,0.067949791,0.932050209,3.0,et ,315.0,318.0,318.0,P,0
48,P01C6E2,C6,expositif,0.0,1.0,413.543,1.498,5.101,6.599,0.227004092,0.772995908,6.0,ainsi ,318.0,324.0,324.0,P,0
52,P01C6E2,C6,expositif,0.0,1.0,431.437,0.031,3.979,4.01,0.007730673,0.992269327,1.0,.,333.0,334.0,334.0,P,0
55,P01C6E2,C6,expositif,0.0,1.0,474.243,0.343,39.14,39.483,0.008687283,0.991312717,1.0,m,161.0,199.0,333.0,R,4
56,P01C6E2,C6,expositif,0.0,1.0,481.747,2.979,7.161,10.14,0.293786982,0.706213018,11.0, mais c'est,199.0,210.0,344.0,R,0
59,P01C6E2,C6,expositif,0.0,1.0,493.962,2.34,2.325,4.665,0.501607717,0.498392283,10.0,encore heu,228.0,238.0,372.0,R,0
62,P01C6E2,C6,expositif,0.0,1.0,524.101,1.747,19.438,21.185,0.082464008,0.917535992,9.0, aussi tr,357.0,366.0,385.0,R,4
65,P01C6E2,C6,expositif,0.0,1.0,576.127,7.551,43.087,50.638,0.149117264,0.850882736,28.0, et puis je vais essayer de ,398.0,426.0,426.0,P,3
73,P01C6E2,C6,expositif,0.0,1.0,625.673,3.526,9.984,13.51,0.260991858,0.739008142,12.0,se bagarrer ,460.0,472.0,472.0,P,0
79,P01C6E2,C6,expositif,0.0,1.0,655.891,2.293,4.727,7.02,0.326638177,0.673361823,11.0,quand on a ,474.0,485.0,485.0,P,0
80,P01C6E2,C6,expositif,0.0,1.0,667.825,3.307,9.641,12.948,0.25540624,0.74459376,10.0,la simplic,485.0,495.0,495.0,P,0
88,P01C6E2,C6,expositif,0.0,1.0,724.64,0.063,2.823,2.886,0.021829522,0.978170478,1.0,P,554.0,555.0,555.0,P,0
90,P01C6E2,C6,expositif,0.0,1.0,732.628,0.062,3.807,3.869,0.016024813,0.983975187,1.0,a,555.0,569.0,569.0,R,0
91,P01C6E2,C6,expositif,0.0,1.0,735.67,0.795,2.98,3.775,0.210596026,0.789403974,4.0,pas ,569.0,573.0,573.0,P,0
96,P01C6E2,C6,expositif,0.0,1.0,772.189,1.358,18.064,19.422,0.069920708,0.930079292,5.0,Alord,573.0,578.0,578.0,P,4
100,P01C6E2,C6,expositif,0.0,1.0,799.708,0.312,2.371,2.683,0.116287738,0.883712262,2.0,. ,554.0,556.0,556.0,P,0
107,P01C6E2,C6,expositif,0.0,1.0,823.171,1.544,2.231,3.775,0.409006623,0.590993377,8.0,tape pas,564.0,572.0,572.0,P,0
109,P01C6E2,C6,expositif,0.0,1.0,828.521,12.231,2.184,14.415,0.848491155,0.151508845,35.0,.Alors dites comme moi la violence ,572.0,607.0,607.0,R,0
115,P01C6N1,C6,narratif,0.0,1.0,121.883,0.827,3.322,4.149,0.199325139,0.800674861,4.0,entr,14.0,18.0,18.0,P,0
116,P01C6N1,C6,narratif,0.0,1.0,125.019,0.063,2.309,2.372,0.026559865,0.973440135,1.0,é,18.0,19.0,19.0,P,0
118,P01C6N1,C6,narratif,0.0,1.0,134.941,2.745,2.247,4.992,0.549879808,0.450120192,12.0,une semaine ,32.0,44.0,44.0,P,0
123,P01C6N1,C6,narratif,0.0,1.0,169.667,2.948,6.693,9.641,0.305777409,0.694222591,11.0,de violente,96.0,107.0,107.0,P,0
124,P01C6N1,C6,narratif,0.0,1.0,174.877,0.234,2.262,2.496,0.09375,0.90625,2.0,s ,107.0,109.0,109.0,P,0
131,P01C6N1,C6,narratif,0.0,1.0,241.193,2.824,29.001,31.825,0.088735271,0.911264729,4.0,ces ,109.0,110.0,130.0,R,4
139,P01C6N1,C6,narratif,0.0,1.0,302.314,8.346,28.08,36.426,0.229122056,0.770877944,29.0,Les personnes qui se battait ,164.0,193.0,193.0,P,4
142,P01C6N1,C6,narratif,0.0,1.0,330.363,5.273,5.475,10.748,0.490602903,0.509397097,15.0,se n'est comme ,223.0,238.0,238.0,P,0
146,P01C6N1,C6,narratif,0.0,1.0,366.321,2.746,14.742,17.488,0.157021958,0.842978042,6.0, même ,163.0,169.0,284.0,R,4
150,P01C6N1,C6,narratif,0.0,1.0,394.355,0.062,15.413,15.475,0.004006462,0.995993538,1.0,M,283.0,284.0,284.0,P,4
154,P01C6N1,C6,narratif,0.0,1.0,423.106,4.867,6.537,11.404,0.426780077,0.573219923,8.0, si ils ,303.0,295.0,295.0,R,0
156,P01C6N1,C6,narratif,0.0,1.0,437.536,0.624,3.011,3.635,0.171664374,0.828335626,2.0,il,311.0,313.0,313.0,P,0
158,P01C6N1,C6,narratif,0.0,1.0,445.398,7.878,3.9,11.778,0.668874172,0.331125828,29.0,faut se parler pas se battre ,314.0,343.0,343.0,P,0
160,P01C6N1,C6,narratif,0.0,1.0,471.997,0.078,10.858,10.936,0.007132407,0.992867593,1.0,r,371.0,372.0,372.0,P,0
165,P01C6N1,C6,narratif,0.0,1.0,483.821,1.607,2.043,3.65,0.440273973,0.559726027,1.0,d,376.0,377.0,377.0,P,0
175,P01C6N1,C6,narratif,0.0,1.0,523.477,6.38,5.195,11.575,0.551187905,0.448812095,27.0,ou juste a montrer qui est ,408.0,435.0,435.0,P,0
181,P01C6N1,C6,narratif,0.0,1.0,576.08,4.743,11.809,16.552,0.286551474,0.713448526,8.0,si vous ,470.0,478.0,478.0,P,4
188,P01C6N1,C6,narratif,0.0,1.0,608.341,2.528,2.87,5.398,0.468321601,0.531678399,8.0,cempirer,513.0,521.0,521.0,P,0
189,P01C6N1,C6,narratif,0.0,1.0,612.959,3.011,2.09,5.101,0.590276416,0.409723584,11.0, les choses,521.0,532.0,532.0,P,0
193,P01C6N1,C6,narratif,0.0,1.0,696.669,1.264,14.274,15.538,0.081348951,0.918651049,5.0,cagra,514.0,519.0,531.0,R,4
195,P01C6N1,C6,narratif,0.0,1.0,701.802,1.076,2.122,3.198,0.336460288,0.663539712,2.0,r ,522.0,523.0,535.0,R,0
197,P01C6N1,C6,narratif,0.0,1.0,719.835,11.435,10.421,21.856,0.523197291,0.476802709,39.0,Qui trouve que de se battre c'est bien ,534.0,573.0,573.0,P,4
198,P01C6N1,C6,narratif,0.0,1.0,733.751,1.622,2.481,4.103,0.395320497,0.604679503,8.0,personne,573.0,581.0,581.0,P,0
202,P01C6N1,C6,narratif,0.0,1.0,748.852,4.711,3.183,7.894,0.596782366,0.403217634,11.0,l faut arre,592.0,600.0,600.0,RB,0
203,P01C6N1,C6,narratif,0.0,1.0,756.511,1.248,2.948,4.196,0.29742612,0.70257388,3.0,ter,600.0,603.0,603.0,P,0
205,P01C6N1,C6,narratif,0.0,1.0,763.859,1.607,3.089,4.696,0.342206133,0.657793867,7.0,bagarre,610.0,617.0,617.0,P,0
209,P01C6N1,C6,narratif,0.0,1.0,776.136,1.201,2.512,3.713,0.32345812,0.67654188,4.0,'un ,630.0,634.0,634.0,P,0
217,P01C6N1,C6,narratif,0.0,1.0,807.445,2.138,2.199,4.337,0.492967489,0.507032511,8.0,en plus ,637.0,645.0,645.0,R,0
220,P01C6N1,C6,narratif,0.0,1.0,824.933,0.702,2.667,3.369,0.208370436,0.791629564,1.0,é,658.0,658.0,658.0,R,0
221,P01C6N1,C6,narratif,0.0,1.0,829.114,1.31,3.479,4.789,0.273543537,0.726456463,3.0, çà,658.0,661.0,661.0,R,0
222,P01C6N1,C6,narratif,0.0,1.0,832.764,16.724,2.34,19.064,0.87725556,0.12274444,62.0, il a que les grands qui cherchent la bagarre encore une reson,661.0,723.0,723.0,R,4
226,P01C6N1,C6,narratif,0.0,1.0,877.927,15.506,14.165,29.671,0.522597823,0.477402177,46.0,c'est juste pour montrer qui est le plus fort ,752.0,732.0,798.0,R,4
230,P01C6N1,C6,narratif,0.0,1.0,968.08,0.92,2.091,3.011,0.30554633,0.69445367,3.0, . ,470.0,473.0,800.0,R,0
232,P01C6N1,C6,narratif,0.0,1.0,1003.227,3.588,32.714,36.302,0.09883753,0.90116247,10.0,ou regler ,801.0,811.0,811.0,P,4
234,P01C6N1,C6,narratif,0.0,1.0,1025.316,4.993,3.073,8.066,0.619018101,0.380981899,2.0,er,855.0,843.0,850.0,P,0
235,P01C6N1,C6,narratif,0.0,1.0,1035.706,3.931,5.397,9.328,0.421419383,0.578580617,16.0, il faut parler ,843.0,859.0,866.0,R,0
237,P01C6N1,C6,narratif,0.0,1.0,1047.593,2.309,3.354,5.663,0.407734416,0.592265584,10.0, pas taper,858.0,868.0,868.0,P,0
239,P01CE2E2,CE2,expositif,0.0,1.0,167.623,5.273,4.087,9.36,0.563354701,0.436645299,6.0,pense ,3.0,9.0,9.0,P,0
240,P01CE2E2,CE2,expositif,0.0,1.0,198.511,32.261,25.615,57.876,0.557415855,0.442584145,9.0,se qu'il ,9.0,15.0,15.0,P,1
241,P01CE2E2,CE2,expositif,0.0,1.0,236.747,0.983,5.975,6.958,0.141276229,0.858723771,2.0,y ,15.0,17.0,17.0,P,0
242,P01CE2E2,CE2,expositif,0.0,1.0,241.677,2.044,3.947,5.991,0.341178434,0.658821566,1.0,a,17.0,18.0,18.0,P,0
243,P01CE2E2,CE2,expositif,0.0,1.0,249.742,0.078,6.021,6.099,0.012788982,0.987211018,1.0,t,18.0,19.0,19.0,P,0
244,P01CE2E2,CE2,expositif,0.0,1.0,258.697,17.441,8.877,26.318,0.662702333,0.337297667,9.0, trop de ,19.0,27.0,27.0,P,4
245,P01CE2E2,CE2,expositif,0.0,1.0,292.892,29.016,16.754,45.77,0.633952371,0.366047629,1.0,E,27.0,26.0,26.0,P,1
248,P01CE2E2,CE2,expositif,0.0,1.0,354.419,0.281,8.877,9.158,0.030683555,0.969316445,2.0,DE,24.0,26.0,26.0,P,0
249,P01CE2E2,CE2,expositif,0.0,1.0,378.911,0.718,24.211,24.929,0.028801797,0.971198203,2.0,de,26.0,26.0,26.0,RB,4
250,P01CE2E2,CE2,expositif,0.0,1.0,386.415,5.897,6.786,12.683,0.464953087,0.535046913,7.0, bagare,26.0,33.0,33.0,P,0
251,P01CE2E2,CE2,expositif,0.0,1.0,396.648,0.156,4.336,4.492,0.034728406,0.965271594,1.0,s,33.0,34.0,34.0,P,0
252,P01CE2E2,CE2,expositif,0.0,1.0,411.453,0.078,14.649,14.727,0.005296394,0.994703606,1.0,s,23.0,35.0,35.0,R,0
254,P01CE2E2,CE2,expositif,0.0,1.0,462.824,31.465,44.538,76.003,0.413996816,0.586003184,28.0,par ce que les grand et les ,36.0,57.0,64.0,P,3
255,P01CE2E2,CE2,expositif,0.0,1.0,500.748,0.093,6.459,6.552,0.014194139,0.985805861,1.0,s,56.0,65.0,65.0,RB,0
256,P01CE2E2,CE2,expositif,0.0,1.0,508.158,14.399,7.317,21.716,0.663059495,0.336940505,13.0,petits ne s'a,65.0,78.0,78.0,P,4
257,P01CE2E2,CE2,expositif,0.0,1.0,527.486,0.25,4.929,5.179,0.048271867,0.951728133,2.0,cc,78.0,80.0,80.0,P,0
258,P01CE2E2,CE2,expositif,0.0,1.0,542.525,3.37,14.789,18.159,0.185582907,0.814417093,4.0,orde,80.0,84.0,84.0,P,4
259,P01CE2E2,CE2,expositif,0.0,1.0,553.086,5.023,7.191,12.214,0.411249386,0.588750614,4.0, pas,84.0,88.0,88.0,P,0
260,P01CE2E2,CE2,expositif,0.0,1.0,566.736,4.743,8.627,13.37,0.354749439,0.645250561,3.0, il,88.0,91.0,91.0,P,0
261,P01CE2E2,CE2,expositif,0.0,1.0,633.395,40.998,61.916,102.914,0.398371456,0.601628544,21.0, y a trops de bagare ,91.0,112.0,112.0,P,3
262,P01CE2E2,CE2,expositif,0.0,1.0,680.102,8.128,5.709,13.837,0.587410566,0.412589434,5.0,chez ,112.0,117.0,117.0,P,0
263,P01CE2E2,CE2,expositif,0.0,1.0,693.612,8.502,5.382,13.884,0.612359551,0.387640449,10.0,les grands,117.0,112.0,127.0,P,0
264,P01CE2E2,CE2,expositif,0.0,1.0,708.838,0.218,6.724,6.942,0.031403054,0.968596946,1.0,s,111.0,128.0,128.0,R,0
265,P01CE2E2,CE2,expositif,0.0,1.0,713.143,26.864,4.087,30.951,0.86795257,0.13204743,25.0, il y a trop de bagares c,128.0,153.0,153.0,P,1
266,P01CE2E2,CE2,expositif,0.0,1.0,743.969,16.021,3.962,19.983,0.801731472,0.198268528,15.0,hez les petits ,153.0,168.0,168.0,P,4
272,P01CE2E2,CE2,expositif,0.0,1.0,869.347,0.156,21.06,21.216,0.007352941,0.992647059,1.0,.,168.0,169.0,169.0,P,4
274,P01CE2E2,CE2,expositif,0.0,1.0,883.761,11.545,4.352,15.897,0.726237655,0.273762345,9.0,Je pense ,169.0,178.0,178.0,R,4
275,P01CE2E2,CE2,expositif,0.0,1.0,906.99,22.558,11.684,34.242,0.658781613,0.341218387,20.0,que nous les grands ,178.0,198.0,198.0,P,1
276,P01CE2E2,CE2,expositif,0.0,1.0,935.398,7.285,5.85,13.135,0.554625048,0.445374952,6.0,ont de,198.0,204.0,204.0,P,0
277,P01CE2E2,CE2,expositif,0.0,1.0,947.176,34.071,4.493,38.564,0.883492376,0.116507624,23.0,vrait montrer l'exemple,204.0,227.0,227.0,P,1
278,P01CE2E2,CE2,expositif,0.0,1.0,986.207,0.141,4.96,5.101,0.027641639,0.972358361,1.0,.,227.0,228.0,228.0,P,0
279,P01CE2E2,CE2,expositif,0.0,1.0,1020.886,0.156,34.538,34.694,0.004496455,0.995503545,1.0,J,228.0,229.0,229.0,P,4
280,P01CE2E2,CE2,expositif,0.0,1.0,1025.145,3.557,4.103,7.66,0.464360313,0.535639687,4.0,uste,229.0,233.0,233.0,P,0
281,P01CE2E2,CE2,expositif,0.0,1.0,1033.382,13.759,4.68,18.439,0.74619014,0.25380986,10.0,ment on de,233.0,243.0,243.0,P,4
282,P01CE2E2,CE2,expositif,0.0,1.0,1065.643,12.605,18.502,31.107,0.40521426,0.59478574,15.0,vrait les aider,243.0,258.0,258.0,P,4
283,P01CE2E2,CE2,expositif,0.0,1.0,1082.32,2.792,4.072,6.864,0.406759907,0.593240093,4.0, au ,258.0,262.0,262.0,P,0
284,P01CE2E2,CE2,expositif,0.0,1.0,1089.854,9.314,4.742,14.056,0.662635174,0.337364826,13.0,de se bagarer,262.0,275.0,275.0,P,0
285,P01CE2E2,CE2,expositif,0.0,1.0,1107.904,0.187,8.736,8.923,0.020957077,0.979042923,1.0,.,275.0,276.0,276.0,P,0
286,P01CE2E2,CE2,expositif,0.0,1.0,1120.399,19.017,12.308,31.325,0.607086991,0.392913009,13.0,lieu de se ba,276.0,275.0,275.0,RB,4
288,P01CE2N1,CE2,narratif,0.0,1.0,286.028,2.231,5.522,7.753,0.287759577,0.712240423,4.0, se ,2.0,6.0,6.0,R,0
289,P01CE2N1,CE2,narratif,0.0,1.0,292.393,3.525,4.134,7.659,0.460242852,0.539757148,7.0,passer ,6.0,13.0,13.0,R,0
291,P01CE2N1,CE2,narratif,0.0,1.0,328.679,12.589,6.818,19.407,0.648683465,0.351316535,4.0,'et ,5.0,5.0,5.0,R,4
292,P01CE2N1,CE2,narratif,0.0,1.0,346.307,48.407,5.039,53.446,0.905717921,0.094282079,18.0,ait la dérnière ré,5.0,22.0,22.0,R,1
293,P01CE2N1,CE2,narratif,0.0,1.0,399.16,17.597,4.446,22.043,0.798303316,0.201696684,10.0,création  ,22.0,32.0,32.0,P,4
295,P01CE2N1,CE2,narratif,0.0,1.0,508.563,2.793,39.717,42.51,0.065702188,0.934297812,4.0,une ,32.0,36.0,36.0,P,4
296,P01CE2N1,CE2,narratif,0.0,1.0,517.393,37.425,6.037,43.462,0.86109705,0.13890295,23.0,personne etait au gool ,36.0,59.0,59.0,P,1
299,P01CE2N1,CE2,narratif,0.0,1.0,665.298,14.882,62.557,77.439,0.192177068,0.807822932,13.0,une personne ,31.0,44.0,44.0,P,3
301,P01CE2N1,CE2,narratif,0.0,1.0,726.372,2.668,16.411,19.079,0.139839614,0.860160386,1.0,é,3.0,44.0,44.0,R,4
302,P01CE2N1,CE2,narratif,0.0,1.0,739.819,15.413,10.779,26.192,0.588462126,0.411537874,14.0,était au gool ,44.0,58.0,58.0,P,4
303,P01CE2N1,CE2,narratif,0.0,1.0,760.349,2.652,5.117,7.769,0.341356674,0.658643326,4.0,puis,58.0,62.0,62.0,P,0
304,P01CE2N1,CE2,narratif,0.0,1.0,768.617,2.558,5.616,8.174,0.312943479,0.687056521,2.0, u,62.0,64.0,64.0,P,0
305,P01CE2N1,CE2,narratif,0.0,1.0,776.573,1.591,5.398,6.989,0.22764344,0.77235656,3.0,ne ,64.0,67.0,67.0,P,0
306,P01CE2N1,CE2,narratif,0.0,1.0,782.907,7.472,4.743,12.215,0.611706918,0.388293082,9.0,personne ,67.0,76.0,76.0,P,0
307,P01CE2N1,CE2,narratif,0.0,1.0,811.221,14.102,20.842,34.944,0.403559982,0.596440018,15.0,lui demande je ,76.0,91.0,91.0,P,4
308,P01CE2N1,CE2,narratif,0.0,1.0,833.981,14.275,8.658,22.933,0.622465443,0.377534557,16.0,pe aller au gool,91.0,107.0,107.0,P,4
309,P01CE2N1,CE2,narratif,0.0,1.0,892.232,12.309,43.976,56.285,0.218690593,0.781309407,8.0, non j'y,107.0,115.0,115.0,P,3
310,P01CE2N1,CE2,narratif,0.0,1.0,912.372,18.377,7.831,26.208,0.701198107,0.298801893,8.0, était a,115.0,123.0,123.0,P,4
311,P01CE2N1,CE2,narratif,0.0,1.0,934.805,5.382,4.056,9.438,0.570247934,0.429752066,5.0,vant ,123.0,128.0,128.0,P,0
312,P01CE2N1,CE2,narratif,0.0,1.0,947.176,2.059,6.989,9.048,0.227564103,0.772435897,3.0,toi,128.0,131.0,131.0,P,0
314,P01CE2N1,CE2,narratif,0.0,1.0,1023.538,0.156,68.375,68.531,0.002276342,0.997723658,1.0,u,93.0,94.0,133.0,R,3
317,P01CE2N1,CE2,narratif,0.0,1.0,1047.172,32.183,14.664,46.847,0.686981023,0.313018977,20.0,mais ils ton mis un ,133.0,153.0,153.0,P,1
318,P01CE2N1,CE2,narratif,0.0,1.0,1093.38,4.399,14.025,18.424,0.238764655,0.761235345,4.0,but ,153.0,157.0,157.0,P,4
319,P01CE2N1,CE2,narratif,0.0,1.0,1109.167,0.109,11.388,11.497,0.009480734,0.990519266,1.0,m,157.0,158.0,158.0,P,0
321,P01CE2N1,CE2,narratif,0.0,1.0,1159.977,0.655,9.719,10.374,0.063138616,0.936861384,1.0,â,158.0,159.0,159.0,P,0
323,P01CE2N1,CE2,narratif,0.0,1.0,1169.103,20.966,4.072,25.038,0.837367202,0.162632798,20.0,ême je reste au gool,158.0,178.0,178.0,P,4
325,P01CE2N1,CE2,narratif,0.0,1.0,1200.662,15.99,5.788,21.778,0.734227202,0.265772798,14.0,non ci non ci ,179.0,193.0,193.0,P,4
326,P01CE2N1,CE2,narratif,0.0,1.0,1222.237,13.416,5.585,19.001,0.706068102,0.293931898,13.0,et il se bous,193.0,206.0,206.0,P,4
327,P01CE2N1,CE2,narratif,0.0,1.0,1241.3,0.796,5.647,6.443,0.123544932,0.876455068,2.0,cu,206.0,208.0,208.0,P,0
328,P01CE2N1,CE2,narratif,0.0,1.0,1250.286,2.153,8.19,10.343,0.208160108,0.791839892,4.0,ler ,208.0,212.0,212.0,P,0
329,P01CE2N1,CE2,narratif,0.0,1.0,1256.791,12.605,4.352,16.957,0.743350829,0.256649171,15.0,et il se taper ,212.0,227.0,227.0,P,4
330,P01CE2N1,CE2,narratif,0.0,1.0,1275.745,15.413,6.349,21.762,0.708252918,0.291747082,14.0,puis un instit,227.0,241.0,241.0,P,4
331,P01CE2N1,CE2,narratif,0.0,1.0,1308.474,4.852,17.316,22.168,0.218874053,0.781125947,4.0, vu ,241.0,245.0,245.0,P,4
332,P01CE2N1,CE2,narratif,0.0,1.0,1319.644,24.211,6.318,30.529,0.793049232,0.206950768,1.0,A,246.0,246.0,246.0,P,1
333,P01CE2N1,CE2,narratif,0.0,1.0,1348.208,19.702,4.353,24.055,0.819039701,0.180960299,11.0,nthoni et I,246.0,257.0,257.0,R,4
334,P01CE2N1,CE2,narratif,0.0,1.0,1374.572,3.51,6.662,10.172,0.345064884,0.654935116,4.0,saac,257.0,261.0,261.0,P,0
335,P01CE2N1,CE2,narratif,0.0,1.0,1385.695,31.543,7.613,39.156,0.805572581,0.194427419,19.0,s se bagarer il leu,261.0,280.0,280.0,P,1
336,P01CE2N1,CE2,narratif,0.0,1.0,1421.434,12.34,4.196,16.536,0.746250605,0.253749395,10.0,r demande ,280.0,290.0,290.0,P,4
337,P01CE2N1,CE2,narratif,0.0,1.0,1438.517,2.043,4.743,6.786,0.301061008,0.698938992,4.0,pour,290.0,294.0,294.0,P,0
338,P01CE2N1,CE2,narratif,0.0,1.0,1449.546,23.104,8.986,32.09,0.71997507,0.28002493,23.0,quoi vous vous bagarer ,294.0,317.0,317.0,P,1
339,P01CE2N1,CE2,narratif,0.0,1.0,1479.498,0.234,6.848,7.082,0.033041514,0.966958486,1.0,I,317.0,318.0,318.0,P,0
340,P01CE2N1,CE2,narratif,0.0,1.0,1489.373,2.09,9.641,11.731,0.17816043,0.82183957,1.0,.,318.0,317.0,317.0,RB,0
342,P01CM2E2,CM2,expositif,0.0,7.0,148.295,14.757,13.838,28.595,0.516069243,0.483930757,12.0,a violnse a ,1.0,13.0,13.0,RB,4
343,P01CM2E2,CM2,expositif,0.0,7.0,166.921,10.842,3.869,14.711,0.736999524,0.263000476,10.0,l'école es,13.0,23.0,23.0,P,0
344,P01CM2E2,CM2,expositif,0.0,7.0,187.201,0.375,9.438,9.813,0.038214613,0.961785387,2.0,t ,23.0,25.0,25.0,P,0
345,P01CM2E2,CM2,expositif,0.0,7.0,192.131,15.194,4.555,19.749,0.76935541,0.23064459,10.0,quelquecho,25.0,32.0,35.0,P,4
347,P01CM2E2,CM2,expositif,0.0,7.0,221.256,21.06,4.43,25.49,0.826206355,0.173793645,21.0,se de très dangereux.,36.0,57.0,57.0,P,4
348,P01CM2E2,CM2,expositif,0.0,7.0,249.836,8.595,7.52,16.115,0.533354018,0.466645982,9.0,pour avoi,57.0,66.0,66.0,P,4
349,P01CM2E2,CM2,expositif,0.0,7.0,262.565,22.511,4.134,26.645,0.84484894,0.15515106,21.0,r moin de violance a ,66.0,87.0,87.0,P,4
350,P01CM2E2,CM2,expositif,0.0,7.0,289.631,15.086,4.555,19.641,0.768087165,0.231912835,10.0,l'école il,87.0,97.0,97.0,P,4
351,P01CM2E2,CM2,expositif,0.0,7.0,315.918,27.487,11.201,38.688,0.710478701,0.289521299,17.0, faudrè que dès q,97.0,114.0,114.0,P,1
352,P01CM2E2,CM2,expositif,0.0,7.0,351.876,3.728,8.471,12.199,0.30559882,0.69440118,5.0,ue il,114.0,117.0,119.0,P,0
353,P01CM2E2,CM2,expositif,0.0,7.0,375.432,9.844,19.828,29.672,0.331760582,0.668239418,9.0,quelquen ,117.0,126.0,126.0,RB,4
354,P01CM2E2,CM2,expositif,0.0,7.0,396.679,6.412,11.403,17.815,0.359921415,0.640078585,7.0,nous em,126.0,133.0,133.0,RB,4
355,P01CM2E2,CM2,expositif,0.0,7.0,408.738,5.211,5.647,10.858,0.479922638,0.520077362,4.0,bète,133.0,137.0,137.0,P,0
356,P01CM2E2,CM2,expositif,0.0,7.0,420.204,15.6,6.255,21.855,0.71379547,0.28620453,20.0, essailler de voire ,137.0,157.0,157.0,P,4
357,P01CM2E2,CM2,expositif,0.0,7.0,439.892,1.794,4.088,5.882,0.3049983,0.6950017,4.0,les ,157.0,161.0,161.0,P,0
358,P01CM2E2,CM2,expositif,0.0,7.0,446.225,15.507,4.539,20.046,0.773570787,0.226429213,11.0,consé quand,161.0,172.0,172.0,P,4
359,P01CM2E2,CM2,expositif,0.0,7.0,475.834,11.7,14.102,25.802,0.453453221,0.546546779,8.0,quences ,172.0,174.0,174.0,RB,4
360,P01CM2E2,CM2,expositif,0.0,7.0,492.152,12.402,4.618,17.02,0.72867215,0.27132785,9.0,dese qu'o,174.0,176.0,183.0,P,4
362,P01CM2E2,CM2,expositif,0.0,7.0,525.723,1.997,15.428,17.425,0.114605452,0.885394548,3.0,i v,182.0,185.0,185.0,RB,4
363,P01CM2E2,CM2,expositif,0.0,7.0,532.26,9.906,4.54,14.446,0.685726153,0.314273847,12.0,as se passer,185.0,197.0,197.0,RB,0
364,P01CM2E2,CM2,expositif,0.0,7.0,549.311,1.45,7.145,8.595,0.168702734,0.831297266,3.0,si ,197.0,197.0,200.0,RB,0
366,P01CM2E2,CM2,expositif,0.0,7.0,573.132,5.694,8.861,14.555,0.391205771,0.608794229,7.0,on agie,201.0,208.0,208.0,RB,0
