,ID,niveau_scolaire,type_texte,session,redacteur,debut_burst,duree_burst,duree_pause,duree_cycle,pct_burst,pct_pause,longueur_burst,burst,startPos,endPos,docLength,categ,cluster
761,P02CM2N1,CM2,narratif,0.0,7.0,1227.057,11.061,3.385,14.446,0.765679081,0.234320919,8.0,  alors ,518.0,526.0,526.0,P,0
762,P02CM2N1,CM2,narratif,0.0,7.0,1242.907,9.079,4.789,13.868,0.654672628,0.345327372,15.0,que la personne,526.0,541.0,541.0,P,0
763,P02CM2N1,CM2,narratif,0.0,7.0,1255.684,6.77,3.698,10.468,0.6467329,0.3532671,10.0, innosante,541.0,551.0,551.0,P,0
765,P02CM2N1,CM2,narratif,0.0,7.0,1288.506,10.125,2.433,12.558,0.806258958,0.193741042,14.0,n a rien fait ,552.0,566.0,566.0,P,0
766,P02CM2N1,CM2,narratif,0.0,7.0,1301.829,14.258,3.198,17.456,0.816796517,0.183203483,11.0,a trai mal.,566.0,577.0,577.0,P,4
767,P02CM2N1,CM2,narratif,0.0,7.0,1330.33,6.209,14.243,20.452,0.303588891,0.696411109,11.0,C est pour ,577.0,588.0,588.0,P,4
768,P02CM2N1,CM2,narratif,0.0,7.0,1338.77,0.811,2.231,3.042,0.26660092,0.73339908,3.0,sa ,588.0,591.0,591.0,P,0
769,P02CM2N1,CM2,narratif,0.0,7.0,1342.904,3.057,3.323,6.38,0.479153605,0.520846395,3.0,qi ,591.0,594.0,594.0,P,0
770,P02CM2N1,CM2,narratif,0.0,7.0,1358.722,17.145,12.761,29.906,0.573296328,0.426703672,13.0,u il ne faut ,594.0,605.0,605.0,RB,4
771,P02CM2N1,CM2,narratif,0.0,7.0,1378.051,4.727,2.184,6.911,0.683982058,0.316017942,9.0,pas taore,605.0,614.0,614.0,P,0
772,P02CM2N1,CM2,narratif,0.0,7.0,1385.008,3.261,2.23,5.491,0.593880896,0.406119104,3.0,per,614.0,614.0,614.0,RB,0
774,P02CM2N1,CM2,narratif,0.0,7.0,1395.554,2.605,2.746,5.351,0.486824893,0.513175107,6.0,faire ,609.0,615.0,615.0,P,0
775,P02CM2N1,CM2,narratif,0.0,7.0,1400.967,1.326,2.808,4.134,0.320754717,0.679245283,3.0,du ,615.0,618.0,618.0,P,0
776,P02CM2N1,CM2,narratif,0.0,7.0,1405.257,2.34,2.964,5.304,0.441176471,0.558823529,4.0,mal ,618.0,622.0,622.0,P,0
777,P02CM2N1,CM2,narratif,0.0,7.0,1409.719,1.482,2.122,3.604,0.411209767,0.588790233,4.0,aux ,622.0,626.0,626.0,P,0
779,P03C6E2,C6,expositif,0.0,1.0,124.941,8.814,2.246,11.06,0.796925859,0.203074141,21.0,a violence a l'école ,1.0,22.0,22.0,P,0
780,P03C6E2,C6,expositif,0.0,1.0,135.908,8.658,2.153,10.811,0.800850985,0.199149015,23.0,je trouve que c'est mal,22.0,45.0,45.0,P,0
782,P03C6E2,C6,expositif,0.0,1.0,152.694,0.093,5.133,5.226,0.017795637,0.982204363,1.0,!,46.0,47.0,47.0,P,0
786,P03C6E2,C6,expositif,0.0,1.0,161.18,0.765,2.48,3.245,0.235747304,0.764252696,3.0,Il ,48.0,51.0,51.0,P,0
787,P03C6E2,C6,expositif,0.0,1.0,166.25,2.871,4.305,7.176,0.400083612,0.599916388,4.0,y a ,51.0,55.0,55.0,P,0
792,P03C6E2,C6,expositif,0.0,1.0,192.162,6.38,5.351,11.731,0.543858154,0.456141846,19.0,les personnes qui f,85.0,104.0,104.0,P,0
799,P03C6E2,C6,expositif,0.0,1.0,235.686,11.388,3.26,14.648,0.77744402,0.22255598,28.0,il continnu d'essayer de ce ,177.0,205.0,205.0,P,0
800,P03C6E2,C6,expositif,0.0,1.0,253.97,1.279,6.896,8.175,0.156452599,0.843547401,3.0,bat,205.0,208.0,208.0,P,0
804,P03C6E2,C6,expositif,0.0,1.0,275.061,0.125,14.493,14.618,0.008551101,0.991448899,1.0,!,211.0,212.0,212.0,P,0
806,P03C6E2,C6,expositif,0.0,1.0,295.653,13.089,19.313,32.402,0.403956546,0.596043454,35.0,Il y a plusieurs sorte de violence ,213.0,248.0,248.0,P,4
807,P03C6E2,C6,expositif,0.0,1.0,313.0,0.11,4.258,4.368,0.02518315,0.97481685,1.0,:,248.0,249.0,249.0,P,0
812,P03C6E2,C6,expositif,0.0,1.0,339.755,9.781,3.308,13.089,0.747268699,0.252731301,22.0,personnes qui font ça ,288.0,309.0,309.0,RB,0
813,P03C6E2,C6,expositif,0.0,1.0,351.579,0.89,2.043,2.933,0.303443573,0.696556427,4.0,eux ,309.0,313.0,313.0,P,0
814,P03C6E2,C6,expositif,0.0,1.0,355.479,0.172,3.01,3.182,0.054054054,0.945945946,1.0,c,313.0,314.0,314.0,P,0
816,P03C6E2,C6,expositif,0.0,1.0,360.237,3.978,2.059,6.037,0.658936558,0.341063442,11.0,les amuses ,316.0,327.0,327.0,P,0
817,P03C6E2,C6,expositif,0.0,1.0,372.936,3.962,8.721,12.683,0.312386659,0.687613341,13.0,mais il ne re,327.0,340.0,340.0,P,0
819,P03C6E2,C6,expositif,0.0,1.0,383.669,8.361,4.041,12.402,0.674165457,0.325834543,22.0,pas ce que les autres ,346.0,368.0,368.0,P,0
822,P03C6E2,C6,expositif,0.0,1.0,399.784,3.182,2.793,5.975,0.532552301,0.467447699,5.0,cente,375.0,375.0,375.0,RB,0
824,P03C6E2,C6,expositif,0.0,1.0,416.663,1.03,12.527,13.557,0.075975511,0.924024489,4.0,les ,376.0,380.0,380.0,P,0
833,P03C6E2,C6,expositif,0.0,1.0,464.15,1.341,4.103,5.444,0.246326231,0.753673769,4.0, se ,389.0,393.0,403.0,R,0
835,P03C6E2,C6,expositif,0.0,1.0,471.419,0.125,3.728,3.853,0.032442253,0.967557747,1.0,r,406.0,408.0,408.0,R,0
837,P03C6E2,C6,expositif,0.0,1.0,475.663,2.917,2.122,5.039,0.578884699,0.421115301,8.0,parfois ,409.0,417.0,417.0,R,0
839,P03C6E2,C6,expositif,0.0,1.0,494.695,4.337,8.424,12.761,0.339863647,0.660136353,10.0,et sont tr,435.0,445.0,445.0,R,0
843,P03C6E2,C6,expositif,0.0,1.0,531.23,5.803,2.387,8.19,0.708547009,0.291452991,12.0,çe qui vont ,482.0,493.0,493.0,RB,0
845,P03C6E2,C6,expositif,0.0,1.0,564.646,2.121,18.019,20.14,0.10531281,0.89468719,4.0, all,506.0,510.0,511.0,RB,4
846,P03C6E2,C6,expositif,0.0,1.0,569.622,2.668,2.855,5.523,0.483070795,0.516929205,8.0,er voir ,510.0,518.0,519.0,RB,0
847,P03C6E2,C6,expositif,0.0,1.0,574.505,4.227,2.215,6.442,0.656162682,0.343837318,8.0,un adltu,518.0,526.0,527.0,RB,0
848,P03C6E2,C6,expositif,0.0,1.0,583.334,1.342,4.602,5.944,0.22577389,0.77422611,2.0,e ,526.0,527.0,528.0,RB,0
850,P03C6E2,C6,expositif,0.0,1.0,603.615,2.371,3.308,5.679,0.417503082,0.582496918,8.0,mais mal,565.0,573.0,574.0,RB,0
852,P03C6E2,C6,expositif,0.0,1.0,613.396,0.156,2.153,2.309,0.067561715,0.932438285,1.0,c,585.0,586.0,587.0,RB,0
854,P03C6E2,C6,expositif,0.0,1.0,620.697,4.914,3.651,8.565,0.573730298,0.426269702,9.0,se passe ,591.0,523.0,601.0,RB,0
855,P03C6E2,C6,expositif,0.0,1.0,675.609,0.125,49.998,50.123,0.002493865,0.997506135,1.0,u,523.0,602.0,602.0,RB,3
856,P03C6E2,C6,expositif,0.0,1.0,679.915,6.053,4.181,10.234,0.59145984,0.40854016,18.0,pas souvent comme ,602.0,620.0,620.0,P,0
857,P03C6E2,C6,expositif,0.0,1.0,689.29,0.78,3.322,4.102,0.190151146,0.809848854,3.0,ça ,620.0,623.0,623.0,P,0
859,P03C6E2,C6,expositif,0.0,1.0,712.238,0.843,20.717,21.56,0.039100186,0.960899814,3.0, le,102.0,105.0,627.0,R,4
860,P03C6E2,C6,expositif,0.0,1.0,761.456,1.28,48.375,49.655,0.025777867,0.974222133,4.0, Il ,627.0,631.0,631.0,P,3
862,P03C6E2,C6,expositif,0.0,1.0,771.394,4.867,3.136,8.003,0.608146945,0.391853055,10.0,racketage ,644.0,654.0,654.0,P,0
872,P03C6E2,C6,expositif,0.0,1.0,835.104,1.81,3.229,5.039,0.359198254,0.640801746,4.0,... ,764.0,768.0,768.0,P,0
875,P03C6N1,C6,narratif,0.0,1.0,150.868,0.968,2.371,3.339,0.289907158,0.710092842,4.0,en d,8.0,12.0,12.0,P,0
877,P03C6N1,C6,narratif,0.0,1.0,157.795,1.451,3.183,4.634,0.313120414,0.686879586,4.0,bre ,16.0,20.0,20.0,P,0
878,P03C6N1,C6,narratif,0.0,1.0,165.345,3.604,6.099,9.703,0.371431516,0.628568484,9.0,je connai,20.0,29.0,29.0,P,0
885,P03C6N1,C6,narratif,0.0,1.0,195.095,2.152,3.729,5.881,0.365924163,0.634075837,5.0,tait ,68.0,73.0,73.0,P,0
887,P03C6N1,C6,narratif,0.0,1.0,200.789,4.508,2.044,6.552,0.688034188,0.311965812,10.0,ès gentil ,75.0,85.0,85.0,P,0
888,P03C6N1,C6,narratif,0.0,1.0,209.135,0.686,3.838,4.524,0.151635721,0.848364279,2.0,ma,85.0,87.0,87.0,P,0
891,P03C6N1,C6,narratif,0.0,1.0,223.206,5.71,2.09,7.8,0.732051282,0.267948718,14.0,ée en sixiéme ,113.0,127.0,127.0,P,0
892,P03C6N1,C6,narratif,0.0,1.0,234.204,4.992,5.288,10.28,0.485603113,0.514396887,14.0,il trainaient ,127.0,141.0,141.0,P,0
893,P03C6N1,C6,narratif,0.0,1.0,241.708,1.139,2.512,3.651,0.311969323,0.688030677,5.0,avec ,141.0,146.0,146.0,P,0
895,P03C6N1,C6,narratif,0.0,1.0,249.352,0.171,3.073,3.244,0.0527127,0.9472873,1.0,q,150.0,85.0,151.0,P,0
897,P03C6N1,C6,narratif,0.0,1.0,263.142,0.094,2.153,2.247,0.041833556,0.958166444,1.0,Q,85.0,84.0,146.0,R,0
898,P03C6N1,C6,narratif,0.0,1.0,269.008,0.125,5.772,5.897,0.021197219,0.978802781,1.0,.,84.0,147.0,147.0,R,0
899,P03C6N1,C6,narratif,0.0,1.0,275.482,3.962,6.349,10.311,0.38424983,0.61575017,9.0,uatriéme ,147.0,156.0,156.0,R,0
900,P03C6N1,C6,narratif,0.0,1.0,284.358,1.857,4.914,6.771,0.274257864,0.725742136,6.0,des ga,156.0,162.0,162.0,R,0
907,P03C6N1,C6,narratif,0.0,1.0,315.122,1.903,8.83,10.733,0.177303643,0.822696357,3.0,ais,33.0,196.0,196.0,R,0
908,P03C6N1,C6,narratif,0.0,1.0,327.945,3.058,10.92,13.978,0.218772357,0.781227643,8.0,Un jour ,196.0,204.0,204.0,R,0
909,P03C6N1,C6,narratif,0.0,1.0,337.929,0.109,6.926,7.035,0.015493959,0.984506041,1.0,q,204.0,205.0,205.0,R,0
910,P03C6N1,C6,narratif,0.0,1.0,343.405,4.742,5.367,10.109,0.469086952,0.530913048,12.0,uand nous et,205.0,217.0,217.0,R,0
912,P03C6N1,C6,narratif,0.0,1.0,365.978,8.986,5.148,14.134,0.635771898,0.364228102,24.0,je n'etait pas a cotter ,247.0,271.0,271.0,R,0
913,P03C6N1,C6,narratif,0.0,1.0,378.957,1.763,3.993,5.756,0.30628909,0.69371091,7.0,de lui ,271.0,278.0,278.0,R,0
914,P03C6N1,C6,narratif,0.0,1.0,383.669,12.995,2.949,15.944,0.81504014,0.18495986,31.0,mais je voyais qu'il plleurait ,278.0,302.0,309.0,R,4
917,P03C6N1,C6,narratif,0.0,1.0,419.783,2.215,13.182,15.397,0.143859193,0.856140807,7.0,il me f,308.0,315.0,316.0,R,4
919,P03C6N1,C6,narratif,0.0,1.0,437.489,13.697,8.486,22.183,0.617454808,0.382545192,35.0,car je ne savais pas ce qu'il avait,333.0,368.0,369.0,R,4
920,P03C6N1,C6,narratif,0.0,1.0,459.891,1.029,8.705,9.734,0.105711938,0.894288062,3.0, ! ,368.0,181.0,372.0,R,0
921,P03C6N1,C6,narratif,0.0,1.0,468.767,0.094,7.847,7.941,0.0118373,0.9881627,1.0,',181.0,373.0,373.0,R,0
922,P03C6N1,C6,narratif,0.0,1.0,476.068,9.485,7.207,16.692,0.568236281,0.431763719,24.0,Alors a la fin du cours ,373.0,397.0,397.0,R,4
923,P03C6N1,C6,narratif,0.0,1.0,492.932,6.443,7.379,13.822,0.466140935,0.533859065,16.0,j'ai etait voir ,397.0,413.0,413.0,R,0
924,P03C6N1,C6,narratif,0.0,1.0,511.87,4.477,12.495,16.972,0.263787415,0.736212585,13.0,ce qu'il avai,413.0,426.0,426.0,R,4
925,P03C6N1,C6,narratif,0.0,1.0,520.341,19.11,3.994,23.104,0.827129501,0.172870499,44.0,sont meilleur ami qui ma dit que tout les ma,426.0,457.0,457.0,R,4
927,P03C6N1,C6,narratif,0.0,1.0,544.474,7.676,2.558,10.234,0.750048857,0.249951143,19.0,ns il se faisait ra,461.0,478.0,478.0,R,0
931,P03C6N1,C6,narratif,0.0,1.0,566.424,0.951,2.715,3.666,0.259410802,0.740589198,4.0,par ,488.0,492.0,492.0,R,0
932,P03C6N1,C6,narratif,0.0,1.0,572.539,1.264,5.164,6.428,0.196639701,0.803360299,5.0,les g,492.0,497.0,497.0,R,0
936,P03C6N1,C6,narratif,0.0,1.0,586.704,3.697,2.231,5.928,0.623650472,0.376349528,7.0,trainei,516.0,523.0,523.0,R,0
941,P03C6N1,C6,narratif,0.0,1.0,617.483,2.824,19.048,21.872,0.12911485,0.87088515,2.0,er,486.0,524.0,524.0,R,4
942,P03C6N1,C6,narratif,0.0,1.0,624.799,0.578,4.492,5.07,0.114003945,0.885996055,2.0,de,524.0,526.0,526.0,R,0
943,P03C6N1,C6,narratif,0.0,1.0,628.06,0.109,2.683,2.792,0.039040115,0.960959885,1.0,p,526.0,527.0,527.0,R,0
945,P03C6N1,C6,narratif,0.0,1.0,634.128,0.343,2.371,2.714,0.126381724,0.873618276,2.0,de,534.0,536.0,536.0,R,0
947,P03C6N1,C6,narratif,0.0,1.0,651.054,0.094,8.97,9.064,0.010370697,0.989629303,1.0,!,551.0,552.0,552.0,R,0
950,P03C6N1,C6,narratif,0.0,1.0,657.794,0.811,3.916,4.727,0.17156759,0.82843241,2.0,a ,554.0,556.0,556.0,R,0
951,P03C6N1,C6,narratif,0.0,1.0,670.742,5.257,12.137,17.394,0.302230654,0.697769346,8.0,ma choqq,556.0,564.0,564.0,R,4
953,P03C6N1,C6,narratif,0.0,1.0,683.222,6.957,4.197,11.154,0.623722431,0.376277569,22.0,car je ne pensais pas ,567.0,589.0,589.0,R,0
955,P03C6N1,C6,narratif,0.0,1.0,703.205,0.094,6.115,6.209,0.015139314,0.984860686,1.0,s,594.0,609.0,610.0,R,0
957,P03C6N1,C6,narratif,0.0,1.0,708.354,0.826,2.185,3.011,0.274327466,0.725672534,3.0,ça ,610.0,613.0,614.0,R,0
960,P03C6N1,C6,narratif,0.0,1.0,724.234,7.286,2.215,9.501,0.766866646,0.233133354,19.0, en cours de maths ,638.0,657.0,658.0,R,0
961,P03C6N1,C6,narratif,0.0,1.0,736.543,5.132,5.023,10.155,0.505366814,0.494633186,14.0,un surveillant,657.0,671.0,672.0,R,0
962,P03C6N1,C6,narratif,0.0,1.0,746.324,1.045,4.649,5.694,0.183526519,0.816473481,4.0, et ,671.0,675.0,676.0,R,0
967,P03C6N1,C6,narratif,0.0,1.0,772.252,0.92,6.537,7.457,0.123374011,0.876625989,3.0,et ,690.0,693.0,693.0,R,0
971,P03C6N1,C6,narratif,0.0,1.0,800.066,9.08,8.954,18.034,0.503493401,0.496506599,21.0,. Mais quelque chose ,726.0,747.0,747.0,R,4
976,P03C6N1,C6,narratif,0.0,1.0,846.056,1.575,6.069,7.644,0.206043956,0.793956044,5.0,pour ,800.0,805.0,805.0,R,0
978,P03C6N1,C6,narratif,0.0,1.0,854.511,6.318,4.119,10.437,0.605346364,0.394653636,17.0,croire populaire ,808.0,825.0,825.0,R,0
979,P03C6N1,C6,narratif,0.0,1.0,863.091,0.998,2.262,3.26,0.306134969,0.693865031,3.0,san,825.0,828.0,828.0,R,0
982,P03C6N1,C6,narratif,0.0,1.0,880.438,0.609,8.502,9.111,0.066842279,0.933157721,3.0,...,835.0,838.0,838.0,R,0
985,P03C6N1,C6,narratif,0.0,1.0,893.464,1.748,3.463,5.211,0.335444253,0.664555747,3.0,ais,842.0,848.0,848.0,R,0
986,P03C6N1,C6,narratif,0.0,1.0,897.505,3.26,2.293,5.553,0.587070052,0.412929948,8.0,ce que j,848.0,856.0,856.0,R,0
989,P03C6N1,C6,narratif,0.0,1.0,922.465,2.745,3.073,5.818,0.471811619,0.528188381,6.0, histi,877.0,883.0,883.0,P,0
992,P03C6N1,C6,narratif,0.0,1.0,953.415,1.966,2.308,4.274,0.459990641,0.540009359,5.0,ler a,930.0,935.0,935.0,P,0
994,P03C6N1,C6,narratif,0.0,1.0,970.342,2.683,8.066,10.749,0.249604614,0.750395386,7.0,car la ,946.0,953.0,953.0,P,0
995,P03C6N1,C6,narratif,0.0,1.0,975.037,0.78,2.012,2.792,0.279369628,0.720630372,3.0,ça ,953.0,956.0,956.0,P,0
998,P03C6N1,C6,narratif,0.0,1.0,988.141,4.977,2.137,7.114,0.69960641,0.30039359,11.0,ça aurai pu,975.0,986.0,986.0,P,0
1000,P03C6N1,C6,narratif,0.0,1.0,997.143,5.647,2.138,7.785,0.7253693,0.2746307,17.0,être plus grave !,987.0,713.0,1004.0,P,0
1001,P03C6N1,C6,narratif,0.0,1.0,1042.242,2.231,39.452,41.683,0.053523019,0.946476981,5.0,s ont,713.0,724.0,1009.0,R,4
1007,P03C6N1,C6,narratif,0.0,1.0,1075.237,0.124,16.817,16.941,0.007319521,0.992680479,1.0,',833.0,963.0,1012.0,R,4
1008,P03C6N1,C6,narratif,0.0,1.0,1094.191,6.162,18.83,24.992,0.246558899,0.753441101,14.0,cette histoire,963.0,269.0,1021.0,R,4
1010,P03CE2E2,CE2,expositif,0.0,1.0,329.333,21.123,47.003,68.126,0.310057834,0.689942166,15.0,Je pense que la,1.0,15.0,15.0,P,3
1011,P03CE2E2,CE2,expositif,0.0,1.0,356.665,29.109,6.209,35.318,0.824197293,0.175802707,24.0, violense c'est pas bien,15.0,39.0,39.0,RB,1
1013,P03CE2E2,CE2,expositif,0.0,1.0,416.335,12.901,18.626,31.527,0.409204809,0.590795191,10.0,des conssé,44.0,54.0,54.0,RB,4
1014,P03CE2E2,CE2,expositif,0.0,1.0,443.136,6.583,13.9,20.483,0.321388468,0.678611532,5.0,cense,54.0,59.0,59.0,P,4
1016,P03CE2E2,CE2,expositif,0.0,1.0,482.261,20.233,27.612,47.845,0.422886404,0.577113596,25.0,grave et sa pe terminer  ,60.0,85.0,85.0,P,1
1017,P03CE2E2,CE2,expositif,0.0,1.0,507.44,14.289,4.946,19.235,0.74286457,0.25713543,10.0,enperison.,85.0,87.0,95.0,P,4
1019,P03CE2E2,CE2,expositif,0.0,1.0,534.521,0.328,7.8,8.128,0.040354331,0.959645669,2.0,ut,74.0,92.0,98.0,R,0
1022,P03CE2E2,CE2,expositif,0.0,1.0,564.302,3.541,5.148,8.689,0.407526758,0.592473242,5.0,Alor ,98.0,103.0,103.0,P,0
1023,P03CE2E2,CE2,expositif,0.0,1.0,573.615,14.04,5.772,19.812,0.708661417,0.291338583,14.0,je pesnse que ,103.0,117.0,117.0,P,4
1024,P03CE2E2,CE2,expositif,0.0,1.0,591.415,8.658,3.76,12.418,0.697213722,0.302786278,12.0,ont devrait ,117.0,120.0,129.0,P,0
1026,P03CE2E2,CE2,expositif,0.0,1.0,623.27,2.496,7.534,10.03,0.24885344,0.75114656,1.0,',116.0,109.0,128.0,R,0
1028,P03CE2E2,CE2,expositif,0.0,1.0,634.908,0.062,4.228,4.29,0.014452214,0.985547786,1.0,s,102.0,128.0,128.0,R,0
1030,P03CE2E2,CE2,expositif,0.0,1.0,733.438,1.077,11.357,12.434,0.08661734,0.91338266,1.0,è,144.0,161.0,161.0,RB,0
1032,P03CE2E2,CE2,expositif,0.0,1.0,756.324,7.706,5.211,12.917,0.596578153,0.403421847,1.0,.,162.0,161.0,161.0,RB,0
1034,P03CE2E2,CE2,expositif,0.0,1.0,776.604,4.181,5.008,9.189,0.455000544,0.544999456,1.0,.,161.0,161.0,161.0,P,0
1035,P03CE2E2,CE2,expositif,0.0,1.0,855.15,9.563,74.365,83.928,0.113942903,0.886057097,1.0,',161.0,161.0,161.0,R,3
1038,P03CE2E2,CE2,expositif,0.0,1.0,894.572,2.418,10.936,13.354,0.181069343,0.818930657,3.0,et ,161.0,161.0,170.0,R,0
1041,P03CE2E2,CE2,expositif,0.0,1.0,988.609,10.343,82.01,92.353,0.111994196,0.888005804,7.0,plutot ,172.0,173.0,173.0,R,3
1042,P03CE2E2,CE2,expositif,0.0,1.0,1005.332,11.342,6.38,17.722,0.639995486,0.360004514,12.0,jouer enssem,173.0,185.0,185.0,R,4
1043,P03CE2E2,CE2,expositif,0.0,1.0,1022.851,8.284,6.177,14.461,0.572851117,0.427148883,3.0,ble,185.0,188.0,188.0,R,0
1044,P03CE2E2,CE2,expositif,0.0,1.0,1036.455,0.234,5.32,5.554,0.042131797,0.957868203,1.0,.,188.0,189.0,189.0,R,0
1046,P03CE2N1,CE2,narratif,0.0,1.0,230.882,45.864,6.599,52.463,0.874216114,0.125783886,48.0,une fois une personne qui s'appeller jé la li di,9.0,57.0,57.0,P,1
1047,P03CE2N1,CE2,narratif,0.0,1.0,294.047,27.971,17.301,45.272,0.617843259,0.382156741,10.0,lalidine .,56.0,58.0,58.0,RB,1
1048,P03CE2N1,CE2,narratif,0.0,1.0,326.526,5.179,4.508,9.687,0.534634046,0.465365954,4.0,Ila ,58.0,60.0,62.0,P,0
1050,P03CE2N1,CE2,narratif,0.0,1.0,354.528,31.403,10.311,41.714,0.7528168,0.2471832,35.0,tapper une fille qui s'appeller cha,63.0,98.0,98.0,P,1
1051,P03CE2N1,CE2,narratif,0.0,1.0,416.96,0.125,31.029,31.154,0.004012326,0.995987674,1.0,ï,98.0,99.0,99.0,P,4
1053,P03CE2N1,CE2,narratif,0.0,1.0,431.031,1.857,7.238,9.095,0.20417812,0.79582188,3.0,na ,99.0,102.0,102.0,P,0
1054,P03CE2N1,CE2,narratif,0.0,1.0,442.154,11.17,9.266,20.436,0.546584459,0.453415541,10.0,sauf que c,102.0,112.0,112.0,P,4
1055,P03CE2N1,CE2,narratif,0.0,1.0,458.643,5.273,5.319,10.592,0.49782855,0.50217145,3.0,haï,112.0,115.0,115.0,P,0
1056,P03CE2N1,CE2,narratif,0.0,1.0,470.141,9.032,6.225,15.257,0.591990562,0.408009438,9.0,na c'est ,115.0,124.0,124.0,P,0
1057,P03CE2N1,CE2,narratif,0.0,1.0,488.237,5.616,9.064,14.68,0.382561308,0.617438692,9.0,besser et,124.0,133.0,133.0,P,0
1058,P03CE2N1,CE2,narratif,0.0,1.0,501.076,1.497,7.223,8.72,0.171674312,0.828325688,3.0,la ,133.0,133.0,136.0,P,0
1060,P03CE2N1,CE2,narratif,0.0,1.0,515.397,3.868,5.991,9.859,0.39233188,0.60766812,8.0,main de ,137.0,145.0,145.0,P,0
1061,P03CE2N1,CE2,narratif,0.0,1.0,526.223,9.656,6.958,16.614,0.581196581,0.418803419,10.0,jélalidine,145.0,155.0,155.0,P,4
1062,P03CE2N1,CE2,narratif,0.0,1.0,548.172,0.546,12.293,12.839,0.042526677,0.957473323,2.0, a,155.0,157.0,157.0,P,0
1063,P03CE2N1,CE2,narratif,0.0,1.0,554.022,24.508,5.304,29.812,0.822085066,0.177914934,23.0,fait exploser une vitre,157.0,180.0,180.0,P,1
1064,P03CE2N1,CE2,narratif,0.0,1.0,583.865,0.156,5.335,5.491,0.028410126,0.971589874,1.0,.,180.0,181.0,181.0,P,0
1066,P03CE2N1,CE2,narratif,0.0,1.0,626.173,21.31,5.257,26.567,0.802122934,0.197877066,15.0,Et après la dir,182.0,197.0,197.0,P,4
1067,P03CE2N1,CE2,narratif,0.0,1.0,651.835,17.753,4.352,22.105,0.803121466,0.196878534,19.0,ectrisse a appeller,197.0,216.0,216.0,P,4
1069,P03CE2N1,CE2,narratif,0.0,1.0,678.589,4.181,4.742,8.923,0.468564384,0.531435616,7.0,sa manm,217.0,224.0,224.0,P,0
1070,P03CE2N1,CE2,narratif,0.0,1.0,689.228,10.671,6.458,17.129,0.622978574,0.377021426,7.0,man et ,224.0,229.0,229.0,RB,4
1071,P03CE2N1,CE2,narratif,0.0,1.0,705.577,4.353,5.678,10.031,0.43395474,0.56604526,2.0,l ,229.0,231.0,231.0,P,0
1072,P03CE2N1,CE2,narratif,0.0,1.0,721.427,11.217,11.497,22.714,0.4938364,0.5061636,9.0,' inferme,231.0,239.0,239.0,RB,4
1073,P03CE2N1,CE2,narratif,0.0,1.0,736.575,6.209,3.931,10.14,0.612327416,0.387672584,4.0,rie.,239.0,243.0,243.0,P,0
1074,P03CE2N1,CE2,narratif,0.0,1.0,762.783,1.061,19.999,21.06,0.050379867,0.949620133,2.0,Ap,243.0,245.0,245.0,P,4
1075,P03CE2N1,CE2,narratif,0.0,1.0,767.978,8.814,4.134,12.948,0.680722892,0.319277108,4.0,rès ,245.0,249.0,249.0,P,0
1076,P03CE2N1,CE2,narratif,0.0,1.0,781.363,17.456,4.571,22.027,0.792481954,0.207518046,15.0,il est arivais ,249.0,264.0,264.0,P,4
1077,P03CE2N1,CE2,narratif,0.0,1.0,803.031,5.148,4.212,9.36,0.55,0.45,5.0,à l'a,264.0,269.0,269.0,P,0
1078,P03CE2N1,CE2,narratif,0.0,1.0,818.865,5.96,10.686,16.646,0.358043975,0.641956025,8.0,upi tale,269.0,273.0,277.0,P,4
1080,P03CE2N1,CE2,narratif,0.0,1.0,839.457,4.727,4.446,9.173,0.51531669,0.48468331,4.0, il ,276.0,255.0,280.0,P,0
1083,P03CE2N1,CE2,narratif,0.0,1.0,879.331,12.902,4.742,17.644,0.731240082,0.268759918,11.0,revenue de ,249.0,274.0,275.0,R,4
1084,P03CE2N1,CE2,narratif,0.0,1.0,897.271,13.479,5.038,18.517,0.72792569,0.27207431,12.0, avaios eux ,274.0,280.0,287.0,P,4
1086,P03CE2N1,CE2,narratif,0.0,1.0,922.809,1.809,6.209,8.018,0.225617361,0.774382639,4.0,des ,286.0,290.0,290.0,P,0
1087,P03CE2N1,CE2,narratif,0.0,1.0,968.611,9.25,43.993,53.243,0.173731758,0.826268242,8.0,bléssure,290.0,298.0,298.0,P,3
1088,P03CE2N1,CE2,narratif,0.0,1.0,982.308,3.182,4.447,7.629,0.417092673,0.582907327,4.0, et ,298.0,302.0,302.0,P,0
1089,P03CE2N1,CE2,narratif,0.0,1.0,991.574,10.202,6.084,16.286,0.626427607,0.373572393,10.0,puis voilà,302.0,312.0,312.0,P,4
1090,P03CE2N1,CE2,narratif,0.0,1.0,1005.786,0.062,4.01,4.072,0.015225933,0.984774067,1.0,.,312.0,313.0,313.0,P,0
1092,P03CE2N1,CE2,narratif,0.0,1.0,1075.861,2.559,5.507,8.066,0.317257625,0.682742375,2.0,à.,311.0,313.0,313.0,P,0
1093,P03CE2N1,CE2,narratif,0.0,1.0,1083.568,4.633,5.148,9.781,0.473673449,0.526326551,3.0,Et ,313.0,316.0,316.0,P,0
1094,P03CE2N1,CE2,narratif,0.0,1.0,1092.007,19.75,3.806,23.556,0.838427577,0.161572423,10.0,puis c'ète,316.0,326.0,326.0,P,4
